'Name',",'Type',","'City',","'State or Country',","Offical_Web',",'Introduction',",'Industries',","'Campaign',",'Transactions','Location','Team','References'
                                Aerospace & Defense; Air Freight & Logistics; Airlines; Airport Services; Building Products; Capital Goods; Construction & Engineering; Construction & Farm Machinery & Heavy Trucks; Electrical Components & Equipment; Heavy Electrical Equipment; Highways & Railtracks; Industrial Conglomerates; Industrial Machinery & Equipment; Marine Ports & Services; Marine Shipping; Railroads; Safety Equipment; Third Party Logistics (3PL); Trading Companies & Distributors; Transportation; Trucking
                            
Life Sciences:
                                Biotechnology; Life Sciences Tools & Services
                            
Manufacturing:
                                Aerospace & Defense; Building Products; Computer Storage & Peripherals; Construction & Farm Machinery & Heavy Trucks; Construction Materials; Electronic Manufacturing Services; Forest Products; Health Care Equipment; Health Care Supplies; Heavy Electrical Equipment; Heavy Manufacturing; Industrial Machinery & Equipment; Light Manufacturing; Metal, Glass & Plastic Containers; Paper Packaging; Paper Products; Safety Equipment; Textiles; Tires & Rubber
                            
Materials:
                                Chemicals; Construction Materials; Diversified Chemicals; Gold Products; Metal Ore Mining; Metals & Mining; Other Metal & Mineral Products; Steel Products
                            
Media:
                                Advertising; Broadcasting; Digital & Social Media; Publishing
                            
Real Estate:
                                Diversified Real Estate Activities; Real Estate Investment Trusts (REITs); Real Estate Operating Companies; Real Estate Services
                            
Technology:
                                Application Software; Communications Equipment; Computer Hardware; Computer Storage & Peripherals; Electrical Components & Equipment; Electronic Components; Electronic Equipment & Instruments; Electronic Manufacturing Services; Financial Technology; Hardware; Health Care Technology; Internet Software & Services; Semiconductor Equipment; Semiconductors; Software; Systems Software; Technology Distributors
                            
Telecommunications:
                                Alternative Carriers; Integrated Telecommunication Services
                            
Show Less",[],"
October 2014
N/A raised capital from N/A.

Industries
Diversified Support Services, Human Resource & Employment Services, Research & Consulting Services
","1 Research Court, Suite 450
            
Rockville, MD 20882
US","Matt McDarby
CEO",https://network.axial.net/company/united-sales-resources

Pacific Capital,Consultant ,Carpinteria, CA,https://network.axial.net/a/company/pacific-capital/,"Pacific Capital Realty is a real estate firm in Santa Barbara, CA. The company specializes in unique transactions for commercial real estate.","Real Estate:
                                Diversified Real Estate Activities",[],,"PO Box 757, 
            
Carpinteria, CA 93014
US",Marti Ogram,https://network.axial.net/company/pacific-capital

Riedel Enterprises,Consultant ,Fairfield, CA,http://www.kriedelent.com,"Ethical business solutions for natural health products. Business development, product development, regulatory consulting, marketing & sales consulting.","Business Services:
                                Research & Consulting Services
                            
Consumer Goods:
                                Food, Beverage & Tobacco; Packaged Foods & Meats
                            
Life Sciences:
                                Nutraceuticals
                            
Retail:
                                Food Retail
                            
Show Less",[],,"107 Syne Court, Green Valley Highalnds
            
Fairfield, CA 94534
US","Karl Riedel
President",https://network.axial.net/company/riedel-enterprises

Austone Systems,Consultant ,San Marcos, CA,http://www.austonesystems.com/,"Austone Systems provides consulting solutions for your commercial and industrial needs. Professionalism, integrity, and customer service are first and foremost in our philosophy towards excellence in our assistance to our clients.","Energy & Utilities:
                                Energy Equipment & Services; Oil & Gas Drilling; Oil & Gas Exploration & Production; Oil, Gas & Consumable Fuels",[],,", 
            
San Marcos, CA 92069
US","Yeely Yang
Managing Partner",https://network.axial.net/company/austone-systems9

Horton International - North America,Consultant ,West Hartford, CT,http://www.horton-usa.com,"Horton International-North America is a boutique firm with a strong international footprint specializing in securing leadership talent that drives top-line growth, increases profitability, and builds a nurturing workplace. The company goes a step further by providing clients with the resources and advice they need to develop their long-term talent management strategy and assemble vibrant, sustainable leadership teams. Horton International-NA is a principal partner ofHorton Group International Limited which has 40 offices located throughout the world.","Business Services:
                                Human Resource & Employment Services; Research & Consulting Services","

Strategic Acquirer Seeking Complementary Retained Search, Staffing or Other Talent Management Business
Business Services
$1.0M - $3.0M
-

",,"29 South Main St., Suite 327
            
West Hartford, CT 06107
US","Joshua Hollander
President and CEO",https://network.axial.net/company/horton-international-north-america
